Word: ' Inspired' | Start: 0.00s | End: 2.16s
Word: ' Things' | Start: 235.38s | End: 235.66s
Word: ' about' | Start: 235.66s | End: 235.90s
Word: ' to' | Start: 235.90s | End: 236.10s
Word: ' get' | Start: 236.10s | End: 236.28s
Word: ' wild.' | Start: 236.28s | End: 237.02s
Word: ' Of' | Start: 237.02s | End: 237.50s
Word: ' course' | Start: 237.50s | End: 237.76s
Word: ' we're' | Start: 237.76s | End: 238.38s
Word: ' going' | Start: 238.38s | End: 238.46s
Word: ' to' | Start: 238.46s | End: 238.58s
Word: ' kick' | Start: 238.58s | End: 238.78s
Word: ' it' | Start: 238.78s | End: 238.96s
Word: ' off' | Start: 238.96s | End: 239.18s
Word: ' though' | Start: 239.18s | End: 239.42s
Word: ' with' | Start: 239.42s | End: 239.98s
Word: ' the' | Start: 239.98s | End: 240.28s
Word: ' case.' | Start: 240.28s | End: 241.04s
Word: ' Why' | Start: 241.24s | End: 241.40s
Word: ' don't' | Start: 241.40s | End: 241.52s
Word: ' I' | Start: 241.52s | End: 241.64s
Word: ' show' | Start: 241.64s | End: 241.88s
Word: ' you' | Start: 241.88s | End: 242.08s
Word: ' all' | Start: 242.08s | End: 242.62s
Word: ' of' | Start: 242.62s | End: 242.94s
Word: ' our' | Start: 242.94s | End: 243.10s
Word: ' options' | Start: 243.10s | End: 243.50s
Word: ' for' | Start: 243.50s | End: 243.72s
Word: ' cases' | Start: 243.72s | End: 244.08s
Word: ' and' | Start: 244.08s | End: 244.50s
Word: ' we' | Start: 244.50s | End: 244.64s
Word: ' will' | Start: 244.64s | End: 244.80s
Word: ' do' | Start: 244.80s | End: 245.02s
Word: ' our' | Start: 245.02s | End: 245.46s
Word: ' first' | Start: 245.46s | End: 245.98s
Word: ' roll.' | Start: 245.98s | End: 246.64s
Word: ' Only' | Start: 246.64s | End: 247.04s
Word: ' six' | Start: 247.04s | End: 247.30s
Word: ' choices.' | Start: 247.30s | End: 248.00s
Word: ' First' | Start: 248.14s | End: 248.44s
Word: ' up' | Start: 248.44s | End: 248.68s
Word: ' is' | Start: 248.68s | End: 249.14s
Word: ' the' | Start: 249.14s | End: 249.36s
Word: ' Silverstone' | Start: 249.36s | End: 249.94s
Word: ' Primera' | Start: 249.94s | End: 250.60s
Word: ' PM01.' | Start: 250.60s | End: 252.38s
Word: ' The' | Start: 252.46s | End: 252.50s
Word: ' approximate' | Start: 252.50s | End: 252.86s
Word: ' value' | Start: 252.86s | End: 253.38s
Word: ' is' | Start: 253.38s | End: 253.90s
Word: ' $180.' | Start: 253.90s | End: 254.96s
Word: ' And' | Start: 255.90s | End: 256.12s
Word: ' the' | Start: 256.12s | End: 256.40s
Word: ' only' | Start: 256.40s | End: 256.66s
Word: ' really' | Start: 256.66s | End: 256.96s
Word: ' remarkable' | Start: 256.96s | End: 257.36s
Word: ' thing' | Start: 257.36s | End: 257.60s
Word: ' about' | Start: 257.60s | End: 257.82s
Word: ' this' | Start: 257.82s | End: 258.06s
Word: ' case' | Start: 258.06s | End: 258.36s
Word: ' is' | Start: 258.36s | End: 259.00s
Word: ' the' | Start: 259.00s | End: 259.26s
Word: ' giant' | Start: 259.26s | End: 259.68s
Word: ' unicorn' | Start: 259.68s | End: 260.18s
Word: ' on' | Start: 260.18s | End: 260.44s
Word: ' the' | Start: 260.44s | End: 260.56s
Word: ' side' | Start: 260.56s | End: 260.82s
Word: ' panel.' | Start: 260.82s | End: 261.32s
Word: ' What' | Start: 261.58s | End: 261.72s
Word: ' do' | Start: 261.72s | End: 261.76s
Word: ' you' | Start: 261.76s | End: 261.80s
Word: ' think?' | Start: 261.80s | End: 261.98s
Word: ' You' | Start: 262.08s | End: 262.12s
Word: ' guys' | Start: 262.12s | End: 262.30s
Word: ' want' | Start: 262.30s | End: 262.54s
Word: ' case' | Start: 262.54s | End: 262.84s
Word: ' number' | Start: 262.84s | End: 263.10s
Word: ' one?' | Start: 263.10s | End: 263.48s
Word: ' Case' | Start: 263.82s | End: 264.00s
Word: ' number' | Start: 264.00s | End: 264.22s
Word: ' one?' | Start: 264.22s | End: 264.56s
Word: ' How' | Start: 264.56s | End: 264.66s
Word: ' you' | Start: 264.66s | End: 264.76s
Word: ' feeling' | Start: 264.76s | End: 265.38s
Word: ' about' | Start: 265.38s | End: 265.60s
Word: ' it?' | Start: 265.60s | End: 265.86s
Word: ' Well,' | Start: 266.02s | End: 266.20s
Word: ' you' | Start: 266.20s | End: 266.28s
Word: ' haven't' | Start: 266.28s | End: 266.48s
Word: ' seen' | Start: 266.48s | End: 266.62s
Word: ' case' | Start: 266.62s | End: 266.86s
Word: ' number' | Start: 266.86s | End: 267.08s
Word: ' two' | Start: 267.08s | End: 267.28s
Word: ' yet.' | Start: 267.28s | End: 267.46s
Word: ' This' | Start: 267.46s | End: 268.32s
Word: ' is' | Start: 268.32s | End: 268.94s
Word: ' a' | Start: 268.94s | End: 269.28s
Word: ' Sun' | Start: 269.28s | End: 269.80s
Word: ' Microsystems' | Start: 269.80s | End: 271.32s
Word: ' Ultra' | Start: 271.32s | End: 272.30s
Word: ' 24' | Start: 272.30s | End: 273.02s
Word: ' Workstation' | Start: 273.02s | End: 274.42s
Word: ' Chassis.' | Start: 274.42s | End: 275.48s
Word: ' Oh,' | Start: 275.80s | End: 276.22s
Word: ' yeah.' | Start: 276.22s | End: 277.68s
Word: ' the' | Start: 277.04s | End: 277.98s
Word: ' approximate' | Start: 277.98s | End: 278.38s
Word: ' value' | Start: 278.38s | End: 278.84s
Word: ' is' | Start: 278.84s | End: 279.16s
Word: ' $130' | Start: 279.16s | End: 280.96s
Word: ' and' | Start: 280.96s | End: 282.26s
Word: ' that's' | Start: 282.26s | End: 282.62s
Word: ' with' | Start: 282.62s | End: 283.06s
Word: ' a' | Start: 283.06s | End: 283.64s
Word: ' quad' | Start: 283.64s | End: 283.98s
Word: '-core' | Start: 283.98s | End: 284.26s
Word: ' processor' | Start: 284.26s | End: 284.96s
Word: ' in' | Start: 284.96s | End: 285.24s
Word: ' it' | Start: 285.24s | End: 285.38s
Word: ' and' | Start: 285.38s | End: 285.86s
Word: ' two' | Start: 285.88s | End: 286.06s
Word: ' gigs' | Start: 286.06s | End: 286.32s
Word: ' of' | Start: 286.32s | End: 286.54s
Word: ' RAM.' | Start: 286.54s | End: 287.06s
Word: ' This' | Start: 287.06s | End: 287.84s
Word: ' was' | Start: 287.84s | End: 288.02s
Word: ' a' | Start: 288.02s | End: 288.30s
Word: ' really' | Start: 288.30s | End: 288.72s
Word: ' high' | Start: 288.72s | End: 288.98s
Word: '-end' | Start: 288.98s | End: 289.14s
Word: ' workstation' | Start: 289.14s | End: 289.70s
Word: ' back' | Start: 289.70s | End: 290.08s
Word: ' in' | Start: 290.08s | End: 290.40s
Word: ' 2007.' | Start: 290.40s | End: 291.98s
Word: ' The' | Start: 291.98s | End: 292.46s
Word: ' case' | Start: 292.48s | End: 292.64s
Word: ' has' | Start: 292.64s | End: 292.90s
Word: ' features' | Start: 292.90s | End: 293.28s
Word: ' like' | Start: 293.28s | End: 293.72s
Word: ' limited' | Start: 293.72s | End: 294.24s
Word: ' airflow,' | Start: 294.24s | End: 295.42s
Word: ' metal' | Start: 295.42s | End: 296.32s
Word: ' edges' | Start: 296.32s | End: 296.66s
Word: ' that' | Start: 296.66s | End: 296.90s
Word: ' will' | Start: 296.90s | End: 297.06s
Word: ' cut' | Start: 297.06s | End: 297.34s
Word: ' you,' | Start: 297.34s | End: 298.08s
Word: ' complete' | Start: 298.08s | End: 298.72s
Word: ' lack' | Start: 298.88s | End: 299.04s
Word: ' of' | Start: 299.04s | End: 299.24s
Word: ' front' | Start: 299.24s | End: 299.48s
Word: ' I' | Start: 299.48s | End: 299.80s
Word: '.O.' | Start: 299.80s | End: 300.08s
Word: ' You' | Start: 300.08s | End: 300.18s
Word: ' want' | Start: 300.18s | End: 300.28s
Word: ' to' | Start: 300.28s | End: 300.36s
Word: ' come' | Start: 300.36s | End: 300.46s
Word: ' have' | Start: 300.46s | End: 300.62s
Word: ' a' | Start: 300.62s | End: 300.68s
Word: ' look' | Start: 300.68s | End: 300.82s
Word: ' at' | Start: 300.82s | End: 300.94s
Word: ' this' | Start: 300.94s | End: 301.20s
Word: ' delightful' | Start: 301.20s | End: 302.08s
Word: ' front' | Start: 302.08s | End: 302.76s
Word: ' I' | Start: 302.76s | End: 303.10s
Word: '.O.' | Start: 303.10s | End: 303.36s
Word: ' Oh' | Start: 303.36s | End: 303.72s
Word: ' yeah' | Start: 303.72s | End: 303.98s
Word: ' empty' | Start: 303.98s | End: 304.56s
Word: ' firewire' | Start: 304.56s | End: 305.28s
Word: ' ports.' | Start: 305.28s | End: 305.96s
Word: ' Very' | Start: 305.96s | End: 306.44s
Word: ' nice.' | Start: 306.44s | End: 307.00s
Word: ' And' | Start: 307.00s | End: 307.54s
Word: ' you' | Start: 307.54s | End: 308.06s
Word: ' might' | Start: 308.06s | End: 308.22s
Word: ' have' | Start: 308.22s | End: 308.42s
Word: ' to' | Start: 308.42s | End: 308.60s
Word: ' drill' | Start: 308.60s | End: 308.86s
Word: ' out' | Start: 308.86s | End: 309.10s
Word: ' rivets' | Start: 309.10s | End: 309.62s
Word: ' if' | Start: 309.62s | End: 309.96s
Word: ' you' | Start: 309.96s | End: 310.08s
Word: ' end' | Start: 310.08s | End: 310.24s
Word: ' up' | Start: 310.24s | End: 310.34s
Word: ' with' | Start: 310.34s | End: 310.46s
Word: ' a' | Start: 310.46s | End: 310.60s
Word: ' large' | Start: 310.84s | End: 310.84s
Word: ' GPU.' | Start: 310.84s | End: 311.54s
Word: ' But' | Start: 311.54s | End: 312.12s
Word: ' it' | Start: 312.12s | End: 312.22s
Word: ' looks' | Start: 312.22s | End: 312.42s
Word: ' kind' | Start: 312.42s | End: 312.66s
Word: ' of' | Start: 312.66s | End: 312.74s
Word: ' sick,' | Start: 312.74s | End: 313.44s
Word: ' okay?' | Start: 313.44s | End: 313.86s
Word: ' Which' | Start: 313.86s | End: 314.28s
Word: ' is' | Start: 314.28s | End: 314.38s
Word: ' why' | Start: 314.38s | End: 314.50s
Word: ' we' | Start: 314.50s | End: 314.66s
Word: ' considered' | Start: 314.66s | End: 315.06s
Word: ' an' | Start: 315.06s | End: 315.26s
Word: ' upgrade' | Start: 315.26s | End: 315.64s
Word: ' over' | Start: 315.64s | End: 315.96s
Word: ' the' | Start: 315.96s | End: 316.12s
Word: ' PM01.' | Start: 316.12s | End: 317.00s
Word: ' Next' | Start: 317.44s | End: 317.62s
Word: ' up,' | Start: 317.62s | End: 317.94s
Word: ' I' | Start: 317.94s | End: 318.26s
Word: ' can't' | Start: 318.26s | End: 318.50s
Word: ' believe' | Start: 318.50s | End: 318.68s
Word: ' this' | Start: 318.68s | End: 318.94s
Word: ' thing' | Start: 318.94s | End: 319.06s
Word: ' is' | Start: 319.06s | End: 319.20s
Word: ' still' | Start: 319.20s | End: 319.36s
Word: ' kicking' | Start: 319.36s | End: 319.62s
Word: ' around.' | Start: 319.62s | End: 320.04s
Word: ' We've' | Start: 320.04s | End: 320.52s
Word: ' got' | Start: 320.52s | End: 320.66s
Word: ' the' | Start: 320.66s | End: 320.82s
Word: ' Carbide' | Start: 320.82s | End: 321.38s
Word: ' 600C' | Start: 321.38s | End: 322.34s
Word: ' from' | Start: 322.50s | End: 322.64s
Word: ' Corsair,' | Start: 322.64s | End: 323.54s
Word: ' dropped' | Start: 323.54s | End: 325.14s
Word: ' in' | Start: 325.14s | End: 325.32s
Word: ' 2016' | Start: 325.32s | End: 326.48s
Word: ' and' | Start: 326.48s | End: 327.00s
Word: ' was' | Start: 327.00s | End: 327.20s
Word: ' loved' | Start: 327.20s | End: 327.58s
Word: ' for' | Start: 327.58s | End: 327.78s
Word: ' its' | Start: 327.78s | End: 327.94s
Word: ' massive' | Start: 327.94s | End: 328.50s
Word: ' side' | Start: 328.50s | End: 328.88s
Word: ' window' | Start: 328.88s | End: 329.36s
Word: ' and' | Start: 329.36s | End: 329.86s
Word: ' three' | Start: 329.86s | End: 330.10s
Word: ' included' | Start: 330.10s | End: 330.54s
Word: ' fans.' | Start: 330.54s | End: 331.08s
Word: ' Reviewers' | Start: 330.98s | End: 331.48s
Word: ' didn't' | Start: 331.48s | End: 331.82s
Word: ' appreciate' | Start: 331.82s | End: 332.44s
Word: ' the' | Start: 332.44s | End: 333.06s
Word: ' appliance' | Start: 333.06s | End: 333.80s
Word: '-like' | Start: 333.80s | End: 334.18s
Word: ' exterior' | Start: 334.18s | End: 334.80s
Word: ' and' | Start: 334.80s | End: 335.12s
Word: ' the' | Start: 335.12s | End: 335.22s
Word: ' use' | Start: 335.22s | End: 335.36s
Word: ' of' | Start: 335.36s | End: 335.48s
Word: ' plastics,' | Start: 335.48s | End: 336.22s
Word: ' but' | Start: 336.40s | End: 336.68s
Word: ' we' | Start: 336.68s | End: 336.90s
Word: ' still' | Start: 336.90s | End: 337.20s
Word: ' think' | Start: 337.20s | End: 337.42s
Word: ' it's' | Start: 337.42s | End: 337.62s
Word: ' an' | Start: 337.62s | End: 337.70s
Word: ' upgrade' | Start: 337.70s | End: 338.10s
Word: ' over' | Start: 338.10s | End: 338.34s
Word: ' either' | Start: 338.34s | End: 338.64s
Word: ' of' | Start: 338.64s | End: 338.88s
Word: ' these' | Start: 338.88s | End: 339.08s
Word: ' because' | Start: 339.08s | End: 339.56s
Word: ' of' | Start: 339.56s | End: 340.30s
Word: ' the' | Start: 340.30s | End: 340.56s
Word: ' hand' | Start: 341.36s | End: 341.72s
Word: '-painted' | Start: 341.72s | End: 342.14s
Word: ' by' | Start: 342.14s | End: 342.38s
Word: ' yours' | Start: 342.38s | End: 342.74s
Word: ' truly,' | Start: 342.74s | End: 343.54s
Word: ' Duck' | Start: 343.54s | End: 343.98s
Word: ' Hunt' | Start: 343.98s | End: 344.32s
Word: ' themed' | Start: 344.32s | End: 344.96s
Word: ' front' | Start: 344.96s | End: 345.62s
Word: ' panel.' | Start: 345.62s | End: 346.52s
Word: ' Next' | Start: 347.16s | End: 347.38s
Word: ' up,' | Start: 347.38s | End: 348.08s
Word: ' number' | Start: 348.08s | End: 348.30s
Word: ' four.' | Start: 348.30s | End: 348.84s
Word: ' We've' | Start: 348.84s | End: 349.12s
Word: ' got' | Start: 349.12s | End: 349.22s
Word: ' the' | Start: 349.22s | End: 349.36s
Word: ' Azacast' | Start: 349.36s | End: 350.12s
Word: ' 808' | Start: 350.12s | End: 350.58s
Word: ' with' | Start: 350.58s | End: 350.72s
Word: ' an' | Start: 350.72s | End: 350.82s
Word: ' approximate' | Start: 350.82s | End: 351.14s
Word: ' value' | Start: 351.14s | End: 351.50s
Word: ' of' | Start: 351.50s | End: 351.64s
Word: ' 250' | Start: 351.64s | End: 352.38s
Word: ' bucks.' | Start: 352.38s | End: 353.10s
Word: ' It' | Start: 353.34s | End: 353.44s
Word: ' has' | Start: 353.44s | End: 353.62s
Word: ' a' | Start: 353.62s | End: 353.78s
Word: ' sick' | Start: 353.78s | End: 354.12s
Word: ' gullwing' | Start: 354.12s | End: 354.62s
Word: ' door' | Start: 354.62s | End: 354.82s
Word: ' design.' | Start: 354.82s | End: 355.46s
Word: ' That' | Start: 356.08s | End: 356.24s
Word: ' is' | Start: 356.24s | End: 356.36s
Word: ' the' | Start: 356.36s | End: 356.46s
Word: ' only' | Start: 356.46s | End: 356.60s
Word: ' reason' | Start: 356.60s | End: 356.86s
Word: ' it's' | Start: 356.86s | End: 357.08s
Word: ' here' | Start: 357.08s | End: 357.32s
Word: ' from' | Start: 357.32s | End: 357.76s
Word: ' the' | Start: 357.76s | End: 357.88s
Word: ' Hardware' | Start: 357.88s | End: 358.16s
Word: ' Canucks' | Start: 358.16s | End: 358.44s
Word: ' review.' | Start: 358.44s | End: 358.98s
Word: ' It's' | Start: 358.82s | End: 359.40s
Word: ' not' | Start: 359.40s | End: 359.60s
Word: ' really' | Start: 359.60s | End: 360.14s
Word: ' an' | Start: 360.14s | End: 360.32s
Word: ' enclosure' | Start: 360.32s | End: 360.68s
Word: ' I' | Start: 360.68s | End: 360.88s
Word: ' would' | Start: 360.88s | End: 361.02s
Word: ' recommend' | Start: 361.02s | End: 361.42s
Word: ' at' | Start: 361.42s | End: 361.68s
Word: ' this' | Start: 361.68s | End: 361.84s
Word: ' price' | Start: 361.84s | End: 362.10s
Word: ' point' | Start: 362.10s | End: 362.48s
Word: ' with' | Start: 363.26s | End: 363.50s
Word: ' all' | Start: 363.50s | End: 363.62s
Word: ' the' | Start: 363.62s | End: 363.76s
Word: ' color' | Start: 363.76s | End: 364.02s
Word: ' inconsistencies,' | Start: 364.02s | End: 365.36s
Word: ' the' | Start: 365.36s | End: 365.66s
Word: ' frustrating' | Start: 365.66s | End: 366.16s
Word: ' assembly,' | Start: 366.16s | End: 367.04s
Word: ' and' | Start: 367.04s | End: 367.42s
Word: ' the' | Start: 367.42s | End: 367.62s
Word: ' lack' | Start: 367.62s | End: 367.88s
Word: ' of' | Start: 367.88s | End: 368.08s
Word: ' access' | Start: 368.08s | End: 368.56s
Word: ' behind' | Start: 368.56s | End: 368.92s
Word: ' the' | Start: 368.92s | End: 369.12s
Word: ' motherboard' | Start: 369.12s | End: 369.42s
Word: ' tray' | Start: 369.42s | End: 369.68s
Word: ' for' | Start: 369.68s | End: 369.88s
Word: ' all' | Start: 369.88s | End: 369.98s
Word: ' your' | Start: 369.98s | End: 370.12s
Word: ' cable' | Start: 370.12s | End: 370.34s
Word: ' management.' | Start: 370.34s | End: 370.88s
Word: ' Also,' | Start: 370.88s | End: 371.68s
Word: ' like' | Start: 372.76s | End: 372.96s
Word: ' there's' | Start: 372.96s | End: 373.20s
Word: ' no' | Start: 373.20s | End: 373.42s
Word: ' protection' | Start: 373.42s | End: 373.92s
Word: ' from' | Start: 373.92s | End: 374.26s
Word: ' dust' | Start: 374.26s | End: 374.62s
Word: ' whatsoever.' | Start: 374.62s | End: 375.48s
Word: ' It's' | Start: 375.98s | End: 376.44s
Word: ' hardly' | Start: 376.44s | End: 376.76s
Word: ' even' | Start: 376.76s | End: 377.08s
Word: ' a' | Start: 377.08s | End: 377.28s
Word: ' case.' | Start: 377.28s | End: 377.66s
Word: ' See' | Start: 377.66s | End: 377.70s
Word: ' look,' | Start: 377.70s | End: 378.04s
Word: ' it's' | Start: 378.04s | End: 378.40s
Word: ' not' | Start: 378.40s | End: 378.52s
Word: ' a' | Start: 378.52s | End: 378.68s
Word: ' window.' | Start: 378.68s | End: 379.14s
Word: ' It's' | Start: 379.14s | End: 379.22s
Word: ' more' | Start: 379.22s | End: 379.38s
Word: ' of' | Start: 379.38s | End: 379.54s
Word: ' a' | Start: 379.54s | End: 379.64s
Word: ' door.' | Start: 379.64s | End: 380.28s
Word: ' Next' | Start: 381.88s | End: 382.14s
Word: ' up,' | Start: 382.14s | End: 382.56s
Word: ' we've' | Start: 382.56s | End: 383.00s
Word: ' got' | Start: 383.00s | End: 383.26s
Word: ' an' | Start: 383.26s | End: 383.68s
Word: ' ASUS' | Start: 383.68s | End: 384.18s
Word: ' Strix' | Start: 384.18s | End: 384.82s
Word: ' Helios' | Start: 384.82s | End: 385.44s
Word: ' White' | Start: 385.44s | End: 385.84s
Word: ' Edition.' | Start: 385.84s | End: 386.58s
Word: ' This' | Start: 386.44s | End: 386.82s
Word: ' is' | Start: 386.82s | End: 387.02s
Word: ' what' | Start: 387.02s | End: 387.26s
Word: ' we're' | Start: 387.26s | End: 387.68s
Word: ' gonna' | Start: 387.68s | End: 387.78s
Word: ' use' | Start: 387.78s | End: 388.00s
Word: ' if' | Start: 388.00s | End: 388.16s
Word: ' I' | Start: 388.16s | End: 388.26s
Word: ' roll' | Start: 388.26s | End: 388.44s
Word: ' a' | Start: 388.44s | End: 388.58s
Word: ' five.' | Start: 388.58s | End: 389.18s
Word: ' Loads' | Start: 389.18s | End: 389.68s
Word: ' of' | Start: 389.68s | End: 389.78s
Word: ' RGB,' | Start: 389.78s | End: 390.36s
Word: ' well' | Start: 390.36s | End: 390.50s
Word: ' thought' | Start: 390.50s | End: 390.78s
Word: ' out' | Start: 390.78s | End: 391.02s
Word: ' layout' | Start: 391.02s | End: 391.48s
Word: ' with' | Start: 391.48s | End: 391.72s
Word: ' cable' | Start: 391.72s | End: 391.98s
Word: ' management' | Start: 391.98s | End: 392.32s
Word: ' provisions,' | Start: 392.32s | End: 393.06s
Word: ' great' | Start: 393.06s | End: 393.20s
Word: ' cooler' | Start: 393.20s | End: 393.48s
Word: ' compatibility.' | Start: 393.48s | End: 394.46s
Word: ' Probably' | Start: 394.90s | End: 395.26s
Word: ' the' | Start: 395.26s | End: 395.50s
Word: ' best' | Start: 395.50s | End: 395.74s
Word: ' case' | Start: 395.74s | End: 395.98s
Word: ' here,' | Start: 395.98s | End: 396.44s
Word: ' but' | Start: 396.44s | End: 396.80s
Word: ' it's' | Start: 396.80s | End: 397.80s
Word: ' not' | Start: 397.80s | End: 398.22s
Word: ' the' | Start: 398.22s | End: 398.84s
Word: ' top' | Start: 398.84s | End: 399.24s
Word: ' case.' | Start: 399.24s | End: 399.98s
Word: ' And' | Start: 400.14s | End: 400.28s
Word: ' the' | Start: 400.28s | End: 400.38s
Word: ' reason' | Start: 400.38s | End: 400.64s
Word: ' for' | Start: 400.64s | End: 400.84s
Word: ' that' | Start: 400.84s | End: 401.14s
Word: ' is' | Start: 401.14s | End: 401.66s
Word: ' because' | Start: 401.66s | End: 401.94s
Word: ' we' | Start: 401.94s | End: 402.18s
Word: ' pulled' | Start: 402.18s | End: 402.44s
Word: ' out' | Start: 402.44s | End: 402.58s
Word: ' something' | Start: 402.58s | End: 403.00s
Word: ' really' | Start: 403.00s | End: 403.72s
Word: ' special' | Start: 403.72s | End: 404.38s
Word: ' if' | Start: 404.38s | End: 404.90s
Word: ' I' | Start: 404.90s | End: 405.02s
Word: ' happen' | Start: 405.02s | End: 405.28s
Word: ' to' | Start: 405.28s | End: 405.46s
Word: ' roll' | Start: 405.46s | End: 405.64s
Word: ' a' | Start: 405.64s | End: 405.80s
Word: ' six.' | Start: 405.80s | End: 406.32s
Word: ' This' | Start: 406.74s | End: 406.92s
Word: ' is' | Start: 406.92s | End: 407.06s
Word: ' the' | Start: 407.06s | End: 407.22s
Word: ' CaseLabs' | Start: 407.22s | End: 407.96s
Word: ' Mercury' | Start: 407.96s | End: 408.46s
Word: ' S8' | Start: 408.46s | End: 409.26s
Word: ' with' | Start: 409.26s | End: 409.46s
Word: ' an' | Start: 409.46s | End: 409.58s
Word: ' approximate' | Start: 409.58s | End: 410.06s
