Word: ' bar' | Start: 0.04s | End: 0.34s
Word: ' of' | Start: 237.24s | End: 237.42s
Word: ' core' | Start: 237.42s | End: 237.64s
Word: ' technology' | Start: 237.64s | End: 238.18s
Word: ' pretty' | Start: 238.18s | End: 238.64s
Word: ' much' | Start: 238.64s | End: 238.84s
Word: ' across' | Start: 238.84s | End: 239.18s
Word: ' the' | Start: 239.18s | End: 239.46s
Word: ' board.' | Start: 239.46s | End: 239.96s
Word: ' Like,' | Start: 239.80s | End: 240.64s
Word: ' you' | Start: 240.64s | End: 240.74s
Word: ' still' | Start: 240.74s | End: 241.02s
Word: ' can't' | Start: 241.02s | End: 241.42s
Word: ' get' | Start: 241.42s | End: 241.82s
Word: ' a' | Start: 241.82s | End: 242.52s
Word: ' Zen' | Start: 242.52s | End: 242.86s
Word: ' 5' | Start: 242.86s | End: 243.68s
Word: ' Threadripper.' | Start: 243.68s | End: 244.64s
Word: ' What' | Start: 245.12s | End: 245.32s
Word: ' the' | Start: 245.32s | End: 245.56s
Word: ' freaking' | Start: 245.56s | End: 245.96s
Word: ' heck?' | Start: 245.96s | End: 246.36s
Word: ' So' | Start: 246.42s | End: 246.52s
Word: ' if' | Start: 246.52s | End: 246.66s
Word: ' you' | Start: 246.66s | End: 246.76s
Word: ' care' | Start: 246.76s | End: 247.14s
Word: ' about' | Start: 247.14s | End: 247.70s
Word: ' single' | Start: 247.70s | End: 248.10s
Word: '-threaded' | Start: 248.10s | End: 248.42s
Word: ' performance,' | Start: 248.42s | End: 248.90s
Word: ' which' | Start: 249.30s | End: 249.56s
Word: ' some' | Start: 249.56s | End: 250.12s
Word: ' things,' | Start: 250.12s | End: 250.62s
Word: ' even' | Start: 250.62s | End: 250.98s
Word: ' in' | Start: 250.98s | End: 251.16s
Word: ' a' | Start: 251.16s | End: 251.24s
Word: ' productivity' | Start: 251.24s | End: 251.66s
Word: ' environment,' | Start: 251.66s | End: 252.50s
Word: ' do,' | Start: 252.50s | End: 253.04s
Word: ' then' | Start: 254.54s | End: 254.76s
Word: ' a' | Start: 254.76s | End: 254.98s
Word: ' desktop' | Start: 254.98s | End: 255.56s
Word: ' chip' | Start: 255.56s | End: 256.08s
Word: ' becomes' | Start: 256.08s | End: 256.66s
Word: ' the' | Start: 256.66s | End: 257.02s
Word: ' reasonable' | Start: 257.02s | End: 257.86s
Word: ' option.' | Start: 257.86s | End: 258.40s
Word: ' Not' | Start: 258.88s | End: 259.12s
Word: ' to' | Start: 259.12s | End: 259.24s
Word: ' mention' | Start: 259.24s | End: 259.52s
Word: ' that' | Start: 259.52s | End: 259.80s
Word: ' the' | Start: 259.80s | End: 260.26s
Word: ' motherboards' | Start: 260.26s | End: 260.92s
Word: ' for' | Start: 260.92s | End: 261.18s
Word: ' the' | Start: 261.18s | End: 261.30s
Word: ' current' | Start: 261.30s | End: 261.54s
Word: '-gen' | Start: 261.54s | End: 261.72s
Word: ' Threadripper' | Start: 261.72s | End: 262.20s
Word: ' Pros' | Start: 262.20s | End: 262.56s
Word: ' cost' | Start: 262.94s | End: 263.26s
Word: ' about' | Start: 263.26s | End: 263.60s
Word: ' as' | Start: 263.60s | End: 263.80s
Word: ' much' | Start: 263.80s | End: 264.02s
Word: ' as' | Start: 264.02s | End: 264.30s
Word: ' a' | Start: 264.30s | End: 264.42s
Word: ' desktop' | Start: 264.42s | End: 264.76s
Word: ' CPU' | Start: 264.76s | End: 265.32s
Word: ' and' | Start: 265.32s | End: 265.68s
Word: ' a' | Start: 265.68s | End: 265.80s
Word: ' desktop' | Start: 265.80s | End: 266.18s
Word: ' motherboard' | Start: 266.18s | End: 266.72s
Word: ' combined.' | Start: 266.72s | End: 268.14s
Word: ' though' | Start: 267.88s | End: 268.88s
Word: ' that' | Start: 268.88s | End: 270.08s
Word: ' won't' | Start: 270.08s | End: 270.58s
Word: ' be' | Start: 270.58s | End: 270.74s
Word: ' the' | Start: 270.74s | End: 270.96s
Word: ' case' | Start: 270.96s | End: 271.22s
Word: ' for' | Start: 271.22s | End: 271.52s
Word: ' the' | Start: 271.52s | End: 271.72s
Word: ' desktop' | Start: 271.72s | End: 272.32s
Word: ' board' | Start: 272.32s | End: 272.74s
Word: ' that' | Start: 272.74s | End: 272.90s
Word: ' asus' | Start: 272.90s | End: 273.24s
Word: ' wanted' | Start: 273.24s | End: 273.54s
Word: ' to' | Start: 273.54s | End: 273.70s
Word: ' show' | Start: 273.70s | End: 273.86s
Word: ' off' | Start: 273.98s | End: 274.08s
Word: ' today' | Start: 274.08s | End: 274.32s
Word: ' the' | Start: 274.32s | End: 274.88s
Word: ' ROG' | Start: 274.88s | End: 275.38s
Word: ' crosshair' | Start: 275.38s | End: 275.90s
Word: ' x870e' | Start: 275.90s | End: 277.06s
Word: ' hero' | Start: 277.06s | End: 277.46s
Word: ' a' | Start: 277.46s | End: 278.12s
Word: ' $700' | Start: 278.12s | End: 279.44s
Word: ' monster' | Start: 279.44s | End: 280.46s
Word: ' with' | Start: 280.46s | End: 281.06s
Word: ' absolutely' | Start: 281.06s | End: 281.82s
Word: ' everything' | Start: 282.74s | End: 283.04s
Word: ' I'm' | Start: 283.04s | End: 283.32s
Word: ' talking' | Start: 283.32s | End: 283.60s
Word: ' five' | Start: 283.60s | End: 284.12s
Word: ' gig' | Start: 284.12s | End: 284.40s
Word: ' and' | Start: 284.40s | End: 284.96s
Word: ' two' | Start: 284.96s | End: 285.18s
Word: ' and' | Start: 285.18s | End: 285.32s
Word: ' a' | Start: 285.32s | End: 285.38s
Word: ' half' | Start: 285.38s | End: 285.48s
Word: ' gig' | Start: 285.48s | End: 285.64s
Word: ' ethernet' | Start: 285.64s | End: 286.02s
Word: ' Wi' | Start: 286.02s | End: 286.42s
Word: '-Fi' | Start: 286.42s | End: 286.66s
Word: ' 7' | Start: 286.66s | End: 287.00s
Word: ' 5' | Start: 287.00s | End: 287.98s
Word: ' m' | Start: 287.98s | End: 288.62s
Word: '.2' | Start: 288.62s | End: 289.14s
Word: ' where' | Start: 289.34s | End: 289.54s
Word: ' the' | Start: 289.54s | End: 289.70s
Word: ' devil' | Start: 289.70s | End: 289.98s
Word: ' even' | Start: 289.98s | End: 290.22s
Word: ' are' | Start: 290.22s | End: 290.48s
Word: ' they' | Start: 290.48s | End: 290.66s
Word: ' all' | Start: 290.66s | End: 290.82s
Word: ' okay' | Start: 290.82s | End: 290.98s
Word: ' one' | Start: 290.98s | End: 291.20s
Word: ' two' | Start: 291.20s | End: 291.50s
Word: ' and' | Start: 291.50s | End: 292.20s
Word: ' then' | Start: 292.20s | End: 292.34s
Word: ' I' | Start: 292.34s | End: 292.64s
Word: ' assume' | Start: 292.64s | End: 293.04s
Word: ' there's' | Start: 293.04s | End: 293.44s
Word: ' three' | Start: 293.44s | End: 294.06s
Word: ' more' | Start: 294.10s | End: 294.44s
Word: ' under' | Start: 294.44s | End: 295.02s
Word: ' this' | Start: 295.02s | End: 295.28s
Word: ' plate' | Start: 295.28s | End: 295.54s
Word: ' right' | Start: 295.54s | End: 295.74s
Word: ' here.' | Start: 295.74s | End: 296.20s
Word: ' Look' | Start: 296.20s | End: 297.60s
Word: ' at' | Start: 297.60s | End: 297.72s
Word: ' that,' | Start: 297.72s | End: 298.00s
Word: ' look' | Start: 298.00s | End: 298.08s
Word: ' at' | Start: 298.08s | End: 298.16s
Word: ' it' | Start: 298.16s | End: 298.22s
Word: ' go.' | Start: 298.22s | End: 298.62s
Word: ' It's' | Start: 298.62s | End: 299.20s
Word: ' got' | Start: 299.20s | End: 299.32s
Word: ' their' | Start: 299.32s | End: 299.52s
Word: ' AI' | Start: 299.52s | End: 299.88s
Word: ' advisor.' | Start: 299.88s | End: 300.68s
Word: ' Everyone's' | Start: 300.68s | End: 301.00s
Word: ' hot' | Start: 301.06s | End: 301.30s
Word: ' on' | Start: 301.30s | End: 301.54s
Word: ' AI' | Start: 301.54s | End: 301.82s
Word: ' features,' | Start: 301.82s | End: 302.30s
Word: ' but' | Start: 302.30s | End: 302.50s
Word: ' this' | Start: 302.50s | End: 302.72s
Word: ' one' | Start: 302.72s | End: 302.94s
Word: ' may' | Start: 302.94s | End: 303.80s
Word: ' actually' | Start: 303.80s | End: 304.62s
Word: ' be' | Start: 304.62s | End: 304.80s
Word: ' helpful' | Start: 304.80s | End: 305.04s
Word: ' for' | Start: 305.04s | End: 305.24s
Word: ' beginner' | Start: 305.24s | End: 305.50s
Word: ' builders' | Start: 305.50s | End: 305.82s
Word: ' and' | Start: 305.82s | End: 306.06s
Word: ' can' | Start: 306.06s | End: 306.20s
Word: ' highlight' | Start: 306.20s | End: 306.52s
Word: ' ASUS' | Start: 306.72s | End: 306.90s
Word: '-specific' | Start: 306.90s | End: 307.24s
Word: ' features' | Start: 307.24s | End: 307.72s
Word: ' for' | Start: 307.72s | End: 308.04s
Word: ' seasoned' | Start: 308.04s | End: 308.42s
Word: ' veterans.' | Start: 308.42s | End: 308.82s
Word: ' We're' | Start: 308.82s | End: 308.92s
Word: ' going' | Start: 308.92s | End: 308.98s
Word: ' to' | Start: 308.98s | End: 309.10s
Word: ' have' | Start: 309.10s | End: 309.58s
Word: ' a' | Start: 309.58s | End: 309.68s
Word: ' look' | Start: 309.68s | End: 309.82s
Word: ' at' | Start: 309.82s | End: 309.96s
Word: ' it' | Start: 309.96s | End: 310.04s
Word: ' when' | Start: 310.04s | End: 310.16s
Word: ' we' | Start: 310.16s | End: 310.28s
Word: ' finish' | Start: 310.28s | End: 310.48s
Word: ' building.' | Start: 310.60s | End: 310.90s
Word: ' And' | Start: 310.90s | End: 311.20s
Word: ' it's' | Start: 311.20s | End: 311.34s
Word: ' also' | Start: 311.34s | End: 311.60s
Word: ' got' | Start: 311.60s | End: 311.88s
Word: ' support' | Start: 311.88s | End: 312.42s
Word: ' for' | Start: 312.42s | End: 312.94s
Word: ' four' | Start: 312.94s | End: 313.38s
Word: ' NIMS' | Start: 313.38s | End: 313.70s
Word: ' slots' | Start: 313.70s | End: 314.02s
Word: ' with' | Start: 314.02s | End: 314.70s
Word: ' up' | Start: 314.70s | End: 314.90s
Word: ' to' | Start: 314.90s | End: 315.10s
Word: ' 256' | Start: 315.10s | End: 316.68s
Word: ' gigs' | Start: 316.68s | End: 317.64s
Word: ' of' | Start: 317.64s | End: 318.00s
Word: ' RAM' | Start: 318.00s | End: 318.28s
Word: ' at' | Start: 318.28s | End: 318.68s
Word: ' surprisingly' | Start: 318.68s | End: 319.70s
Word: ' high' | Start: 319.82s | End: 320.12s
Word: ' speeds' | Start: 320.12s | End: 320.50s
Word: ' or' | Start: 320.50s | End: 320.86s
Word: ' up' | Start: 320.86s | End: 321.34s
Word: ' to' | Start: 321.34s | End: 321.44s
Word: ' 8200' | Start: 321.44s | End: 321.92s
Word: ' megatransfer' | Start: 321.92s | End: 322.52s
Word: ' per' | Start: 322.52s | End: 322.70s
Word: ' second' | Start: 322.70s | End: 322.96s
Word: ' on' | Start: 322.96s | End: 323.64s
Word: ' Ryzen' | Start: 323.64s | End: 324.10s
Word: ' 9000' | Start: 324.10s | End: 324.68s
Word: ' series' | Start: 324.68s | End: 325.00s
Word: ' with' | Start: 325.00s | End: 325.46s
Word: ' not' | Start: 325.46s | End: 326.62s
Word: ' four' | Start: 326.62s | End: 326.88s
Word: ' dims.' | Start: 326.88s | End: 327.38s
Word: ' Their' | Start: 327.92s | End: 328.08s
Word: ' NitroPath' | Start: 328.08s | End: 328.86s
Word: ' DRAM' | Start: 328.86s | End: 329.32s
Word: ' technology' | Start: 329.32s | End: 329.76s
Word: ' means' | Start: 329.76s | End: 330.10s
Word: ' that' | Start: 330.10s | End: 330.54s
Word: ' there' | Start: 330.54s | End: 330.76s
Word: ' are' | Start: 330.76s | End: 330.98s
Word: ' shorter' | Start: 330.98s | End: 331.54s
Word: ' gold' | Start: 331.54s | End: 332.16s
Word: ' finger' | Start: 332.16s | End: 332.52s
Word: ' pins,' | Start: 332.52s | End: 333.00s
Word: ' which' | Start: 333.00s | End: 333.30s
Word: ' results' | Start: 333.30s | End: 333.60s
Word: ' in' | Start: 333.60s | End: 333.82s
Word: ' optimized' | Start: 333.98s | End: 334.24s
Word: ' single' | Start: 334.24s | End: 334.50s
Word: ' pathways' | Start: 334.50s | End: 334.86s
Word: ' that' | Start: 334.86s | End: 335.16s
Word: ' ensure' | Start: 335.16s | End: 335.42s
Word: ' faster' | Start: 335.42s | End: 335.80s
Word: ' data' | Start: 335.80s | End: 336.00s
Word: ' transfers' | Start: 336.00s | End: 336.36s
Word: ' between' | Start: 336.36s | End: 336.62s
Word: ' your' | Start: 336.62s | End: 336.78s
Word: ' DRAM' | Start: 336.78s | End: 337.10s
Word: ' and' | Start: 337.10s | End: 337.20s
Word: ' CPU,' | Start: 337.20s | End: 337.76s
Word: ' as' | Start: 338.04s | End: 338.14s
Word: ' well' | Start: 338.14s | End: 338.24s
Word: ' as' | Start: 338.24s | End: 338.36s
Word: ' stronger' | Start: 338.36s | End: 338.64s
Word: ' slot' | Start: 338.64s | End: 338.94s
Word: ' retention' | Start: 338.94s | End: 339.32s
Word: ' force.' | Start: 339.32s | End: 339.90s
Word: ' And' | Start: 339.90s | End: 341.02s
Word: ' if' | Start: 341.02s | End: 342.34s
Word: ' I' | Start: 342.34s | End: 342.44s
Word: ' said' | Start: 342.44s | End: 342.62s
Word: ' the' | Start: 342.62s | End: 342.82s
Word: ' CPU' | Start: 342.82s | End: 343.30s
Word: ' choice' | Start: 343.30s | End: 343.72s
Word: ' for' | Start: 343.72s | End: 343.92s
Word: ' this' | Start: 343.92s | End: 344.08s
Word: ' build' | Start: 344.08s | End: 344.32s
Word: ' was' | Start: 344.32s | End: 344.62s
Word: ' going' | Start: 344.78s | End: 344.96s
Word: ' to' | Start: 344.96s | End: 345.02s
Word: ' be' | Start: 345.02s | End: 345.12s
Word: ' controversial,' | Start: 345.12s | End: 345.66s
Word: ' it' | Start: 345.66s | End: 346.30s
Word: ' is' | Start: 346.30s | End: 346.48s
Word: ' nothing' | Start: 346.48s | End: 347.16s
Word: ' compared' | Start: 347.16s | End: 347.78s
Word: ' to' | Start: 347.78s | End: 347.98s
Word: ' what' | Start: 347.98s | End: 348.14s
Word: ' we've' | Start: 348.14s | End: 348.40s
Word: ' got' | Start: 348.40s | End: 348.62s
Word: ' for' | Start: 348.62s | End: 348.94s
Word: ' our' | Start: 348.94s | End: 349.16s
Word: ' RAM.' | Start: 349.16s | End: 349.62s
Word: ' Asus,' | Start: 351.04s | End: 351.98s
Word: ' because' | Start: 351.98s | End: 352.42s
Word: ' of' | Start: 352.42s | End: 352.62s
Word: ' their' | Start: 352.62s | End: 352.78s
Word: ' whole' | Start: 352.78s | End: 353.12s
Word: ' NitroPath' | Start: 353.12s | End: 354.00s
Word: ' optimization' | Start: 354.00s | End: 354.50s
Word: ' tomfoolery' | Start: 355.50s | End: 356.08s
Word: ' that' | Start: 356.08s | End: 356.28s
Word: ' they've' | Start: 356.28s | End: 356.48s
Word: ' got' | Start: 356.48s | End: 356.64s
Word: ' going' | Start: 356.64s | End: 356.88s
Word: ' on' | Start: 356.88s | End: 357.08s
Word: ' here,' | Start: 357.08s | End: 357.56s
Word: ' worked' | Start: 358.54s | End: 358.78s
Word: ' with' | Start: 358.78s | End: 359.10s
Word: ' Kingston' | Start: 359.10s | End: 359.66s
Word: ' on' | Start: 359.66s | End: 360.46s
Word: ' support' | Start: 360.46s | End: 360.90s
Word: ' for' | Start: 360.90s | End: 361.30s
Word: ' these' | Start: 361.30s | End: 361.84s
Word: ' specific' | Start: 361.84s | End: 362.86s
Word: ' modules.' | Start: 362.86s | End: 364.00s
Word: ' These' | Start: 364.28s | End: 364.44s
Word: ' are' | Start: 364.44s | End: 364.60s
Word: ' 161' | Start: 364.60s | End: 365.90s
Word: ' US' | Start: 365.90s | End: 366.36s
Word: ' dollars' | Start: 366.36s | End: 366.76s
Word: ' each' | Start: 366.76s | End: 368.02s
Word: ' for' | Start: 368.60s | End: 368.86s
Word: ' a' | Start: 368.86s | End: 368.98s
Word: ' total' | Start: 368.98s | End: 369.20s
Word: ' of' | Start: 369.20s | End: 369.46s
Word: ' 256' | Start: 369.46s | End: 370.68s
Word: ' gigs' | Start: 370.68s | End: 371.36s
Word: ' of' | Start: 371.36s | End: 371.68s
Word: ' RAM' | Start: 371.68s | End: 371.86s
Word: ' in' | Start: 371.86s | End: 372.00s
Word: ' this' | Start: 372.00s | End: 372.16s
Word: ' thing.' | Start: 372.16s | End: 372.54s
Word: ' Now,' | Start: 372.78s | End: 373.06s
Word: ' normally' | Start: 373.06s | End: 373.64s
Word: ' on' | Start: 373.64s | End: 374.00s
Word: ' Ryzen' | Start: 374.00s | End: 374.34s
Word: ' platforms,' | Start: 374.34s | End: 374.94s
Word: ' if' | Start: 375.06s | End: 375.20s
Word: ' you' | Start: 375.20s | End: 375.30s
Word: ' wanna' | Start: 375.30s | End: 375.46s
Word: ' run' | Start: 375.46s | End: 375.74s
Word: ' all' | Start: 375.74s | End: 376.30s
Word: ' four' | Start: 376.30s | End: 376.54s
Word: ' slots,' | Start: 376.54s | End: 377.04s
Word: ' especially' | Start: 377.72s | End: 377.72s
Word: ' at' | Start: 377.72s | End: 378.00s
Word: ' high' | Start: 378.00s | End: 378.14s
Word: ' capacities,' | Start: 378.14s | End: 378.90s
Word: ' you' | Start: 379.20s | End: 379.32s
Word: ' are' | Start: 379.32s | End: 379.48s
Word: ' looking' | Start: 379.48s | End: 379.74s
Word: ' at' | Start: 379.74s | End: 380.06s
Word: ' pretty' | Start: 380.06s | End: 381.14s
Word: ' slow' | Start: 381.14s | End: 381.64s
Word: ' speeds.' | Start: 381.64s | End: 382.34s
Word: ' But' | Start: 382.70s | End: 382.84s
Word: ' they' | Start: 382.84s | End: 383.14s
Word: ' claim' | Start: 383.14s | End: 383.64s
Word: ' that' | Start: 383.64s | End: 383.88s
Word: ' with' | Start: 383.88s | End: 384.04s
Word: ' all' | Start: 384.04s | End: 384.42s
Word: ' four' | Start: 384.42s | End: 384.74s
Word: ' of' | Start: 384.74s | End: 384.96s
Word: ' these' | Start: 384.96s | End: 385.20s
Word: ' running,' | Start: 385.20s | End: 385.74s
Word: ' you' | Start: 386.08s | End: 386.20s
Word: ' can' | Start: 386.20s | End: 386.36s
Word: ' hit' | Start: 386.36s | End: 386.56s
Word: ' up' | Start: 386.56s | End: 386.78s
Word: ' to,' | Start: 386.78s | End: 387.00s
Word: ' what' | Start: 387.00s | End: 387.04s
Word: ' was' | Start: 387.04s | End: 387.18s
Word: ' it,' | Start: 387.18s | End: 387.42s
Word: ' 5' | Start: 387.42s | End: 387.62s
Word: ',200?' | Start: 387.62s | End: 388.38s
Word: ' 5' | Start: 388.46s | End: 388.62s
Word: ',600.' | Start: 388.62s | End: 389.04s
Word: ' 5' | Start: 389.08s | End: 389.32s
Word: ',600.' | Start: 389.32s | End: 390.56s
Word: ' We' | Start: 391.18s | End: 391.30s
Word: ' will' | Start: 391.30s | End: 391.52s
Word: ' have' | Start: 391.52s | End: 391.96s
Word: ' to' | Start: 391.96s | End: 392.20s
Word: ' see' | Start: 392.20s | End: 392.62s
Word: ' if' | Start: 392.62s | End: 392.82s
Word: ' that' | Start: 392.82s | End: 393.00s
Word: ' works' | Start: 393.00s | End: 393.38s
Word: ' because' | Start: 393.48s | End: 393.72s
Word: ' the' | Start: 393.72s | End: 394.06s
Word: ' really' | Start: 394.06s | End: 394.40s
Word: ' mind' | Start: 394.40s | End: 394.70s
Word: '-blowing' | Start: 394.70s | End: 394.92s
Word: ' thing' | Start: 394.92s | End: 395.22s
Word: ' for' | Start: 395.22s | End: 395.42s
Word: ' me,' | Start: 395.42s | End: 395.90s
Word: ' here' | Start: 396.10s | End: 396.28s
Word: ' if' | Start: 396.28s | End: 396.42s
Word: ' you' | Start: 396.42s | End: 396.48s
Word: ' wanna' | Start: 396.48s | End: 396.56s
Word: ' get' | Start: 396.56s | End: 396.72s
Word: ' the' | Start: 396.72s | End: 396.86s
Word: ' installation,' | Start: 396.86s | End: 397.52s
Word: ' is' | Start: 397.80s | End: 397.96s
Word: ' that' | Start: 397.96s | End: 398.16s
Word: ' these' | Start: 398.16s | End: 398.66s
Word: ' are' | Start: 398.66s | End: 399.22s
Word: ' CU' | Start: 399.22s | End: 399.76s
Word: ' DIMMs.' | Start: 399.76s | End: 400.30s
Word: ' Whoops.' | Start: 400.30s | End: 400.68s
Word: ' Yes,' | Start: 401.40s | End: 401.94s
Word: ' my' | Start: 401.94s | End: 402.00s
Word: ' friends,' | Start: 402.00s | End: 402.54s
Word: ' CU' | Start: 402.54s | End: 403.04s
Word: ' DIMMs.' | Start: 403.04s | End: 403.70s
Word: ' Those' | Start: 403.98s | End: 404.28s
Word: ' special' | Start: 404.28s | End: 405.08s
Word: ' high' | Start: 405.08s | End: 405.72s
Word: '-capacity' | Start: 405.72s | End: 406.34s
Word: ' DIMMs' | Start: 406.34s | End: 407.04s
Word: ' that' | Start: 407.04s | End: 407.38s
Word: ' AMD' | Start: 407.38s | End: 408.58s
Word: ' doesn't' | Start: 409.20s | End: 409.62s
Word: ' really' | Start: 409.62s | End: 409.82s
Word: ' support' | Start: 409.82s | End: 410.36s
Word: ' other' | Start: 410.36s | End: 410.98s
Word: ' than' | Start: 410.98s | End: 411.16s
Word: ' in' | Start: 411.16s | End: 411.34s
Word: ' bypass' | Start: 411.34s | End: 411.84s
Word: ' mode,' | Start: 411.84s | End: 412.60s
Word: ' which' | Start: 412.86s | End: 413.00s
Word: ' just' | Start: 413.00s | End: 413.34s
Word: ' completely' | Start: 413.34s | End: 414.62s
Word: ' ignores' | Start: 414.62s | End: 415.24s
Word: ' the' | Start: 415.24s | End: 415.52s
Word: ' benefit' | Start: 415.52s | End: 416.38s
Word: ' of' | Start: 416.38s | End: 417.06s
Word: ' a' | Start: 417.06s | End: 417.36s
Word: ' CU' | Start: 417.36s | End: 418.06s
Word: ' dim,' | Start: 418.06s | End: 419.40s
Word: ' because' | Start: 419.46s | End: 419.62s
Word: ' there's' | Start: 419.62s | End: 419.84s
Word: ' like' | Start: 419.84s | End: 420.00s
Word: ' a' | Start: 420.00s | End: 420.20s
Word: ' CKD' | Start: 420.20s | End: 420.92s
Word: ' thing' | Start: 420.92s | End: 421.90s
Word: ' on' | Start: 421.90s | End: 422.14s
Word: ' it,' | Start: 422.14s | End: 422.60s
